"","player_name","overall_rating","gk_rating","Number_of_appearances","Number_of_Leagues"
"671","Andrea Cossu",80,51,177,1
"672","Andrea Costa",74,48,123,1
"673","Andrea Dossena",78,143,89,2
"674","Andrea Esposito",73,135,63,1
"675","Andrea Fileccia",62,45,2,1
"676","Andrea Gasbarroni",78,157,8,1
"677","Andrea Guatelli",66,336,31,1
"678","Andrea Lazzari",76,45,124,1
"679","Andrea Lisuzzo",69,51,19,1
"680","Andrea Luci",71,48,22,1
"681","Andrea Mantovani",75,34,137,1
"682","Andrea Masiello",74,57,129,1
"683","Andrea Mazzarani",68,47,10,1
"684","Andrea Mei",64,65,9,1
"685","Andrea Mutombo",60,49,12,1
"686","Andrea Orlandi",71,49,2,1
"687","Andrea Parola",74,114,21,1
"688","Andrea Pirlo",88,163,185,1
"689","Andrea Pisanu",71,138,1,1
"690","Andrea Poli",78,20,124,1
"691","Andrea Raggi",79,56,164,2
"692","Andrea Ranocchia",82,65,162,1
"693","Andrea Rispoli",69,60,41,1
"694","Andrea Rossi",71,151,20,1
"695","Andrea Russotto",68,48,6,1
"696","Andrea Seculin",69,339,3,1
"697","Andrea Tabanelli",67,20,5,1
"698","Andrea Zanchetta",77,148,20,1
"699","Andreas Beck",77,138,215,1
"700","Andreas Bjelland",76,62,63,1
"701","Andreas Christensen",72,44,31,1
"702","Andreas Goerlitz",75,132,14,1
"703","Andreas Granqvist",79,53,132,2
"704","Andreas Hinkel",77,154,68,2
"705","Andreas Hirzel",58,285,1,1
"706","Andreas Ibertsberger",72,128,65,1
"707","Andreas Isaksson",83,413,101,1
"708","Andreas Ivanschitz",77,159,118,2
"709","Andreas Johansson",73,58,7,1
"710","Andreas Lambertz",70,55,26,1
"711","Andreas Landgren",66,56,12,1
"712","Andreas Lasnik",72,158,34,1
"713","Andreas Ludwig",67,54,14,1
"714","Andreas Luthe",72,357,3,1
"715","Andreas Ottl",73,47,72,1
"716","Andreas Samaris",80,49,46,1
"717","Andreas Weimann",74,49,82,1
"718","Andreas Wittwer",65,58,115,1
"719","Andreas Wolf",79,106,73,1
"720","Andrej Kramaric",74,58,18,2
"721","Andrej Rendla",63,57,3,1
"722","Andres Fernandez",79,384,149,2
"723","Andres Guardado",82,43,163,3
"724","Andres Iniesta",91,45,190,1
"725","Andres Lamas",71,116,15,2
"726","Andres Madrid",75,151,24,1
"727","Andres Malloth",52,257,1,1
"728","Andres Palop",85,421,115,1
"729","Andres Tunez",73,54,30,1
"730","Andreu Fontas",77,66,85,1
"731","Andreu Mayoral",69,144,38,2
"732","Andrew Barrowman",66,51,27,1
"733","Andrew Considine",69,138,194,1
"734","Andrew Crofts",70,39,13,1
"735","Andrew Davies",69,88,31,1
"736","Andrew Dawson",72,128,60,1
"737","Andrew Driver",78,143,100,2
"738","Andrew Johnson",85,112,67,1
"739","Andrew Keogh",72,63,8,1
"740","Andrew Little",61,48,8,1
"741","Andrew McNeil",64,325,5,1
"742","Andrew Mitchell",57,49,1,1
"743","Andrew O'Brien",76,124,37,1
"744","Andrew Reid",78,126,40,1
"745","Andrew Robertson",73,50,53,2
"746","Andrew Shinnie",70,43,52,1
"747","Andrew Sinkala",66,55,5,1
"748","Andrew Surman",73,61,66,1
"749","Andrew Taylor",70,133,38,1
"750","Andrew Wooten",69,58,2,1
"751","Andrey Arshavin",86,55,70,1
"752","Andrey Voronin",81,137,30,2
"753","Andrezinho",70,56,29,1
"754","Andrija Delibasic",72,47,16,1
"755","Andrija Kaludjerovic",67,44,2,1
"756","Andris Vanins",72,361,223,1
"757","Andrius Velicka",74,121,7,1
"758","Andriy Shevchenko",88,74,2,1
"759","Andros Townsend",76,54,46,1
"760","Andrzej Witan",59,293,15,1
"761","Andwele Slory",70,56,15,1
"762","Andy Carroll",81,51,108,1
"763","Andy Delort",75,53,37,1
"764","Andy Dorman",70,130,61,1
"765","Andy Dowie",61,39,30,1
"766","Andy Griffin",69,131,17,1
"767","Andy Jackson",63,125,10,1
"768","Andy Kawaya",65,70,1,1
"769","Andy King",70,37,25,1
"770","Andy Kirk",66,45,23,1
"771","Andy Najar",74,57,46,1
"772","Andy Webster",74,139,100,1
"773","Andy Wilkinson",74,59,103,1
"774","Anele Ngcongca",74,55,153,2
"775","Anestis Argyriou",62,35,8,1
"776","Angel Cervara",68,48,8,1
"777","Angel Correa",77,56,8,1
"778","Angel Di Maria",86,51,173,4
"779","Angel Javier Arizmendi",75,54,50,2
"780","Angel Lafita",78,149,156,1
"781","Angel Lopez",76,44,82,1
"782","Angel Manuel Vivar Dorado",79,111,17,1
"783","Angel Montoro",70,64,5,1
"784","Angel Rangel",76,49,133,1
"785","Angel Rodriguez",73,47,9,1
"786","Angel Trujillo",74,48,79,1
"787","Angelo",72,57,50,1
"788","Angelo Martha",62,81,1,1
"789","Angelo Obinze Ogbonna",80,53,92,2
"790","Angelo Palombo",82,149,177,1
"791","Angelo Raso",57,40,43,1
"792","Angelo da Costa",71,350,45,1
"793","Angelos Basinas",78,125,13,2
"794","Angelos Charisteas",78,94,12,2
"795","Anibal Capela",71,44,54,1
"796","Anice Badri",68,48,36,1
"797","Anilton",66,37,33,1
"798","Anis Ben-Hatira",74,55,59,1
"799","Anouar Kali",71,48,83,1
"800","Anour Hadouir",72,46,90,1
"801","Anselmo",69,48,3,1
"802","Anssi Jaakkola",63,310,12,1
"803","Ante Puljic",68,49,8,1
"804","Ante Rebic",69,67,9,1
"805","Ante Vukusic",73,48,34,3
"806","Anther Yahia",76,137,49,1
"807","Anthony Andreu",67,43,21,1
"808","Anthony Annan",78,40,32,3
"809","Anthony Bentem",59,122,1,1
"810","Anthony Biekman",60,66,6,1
"811","Anthony Deroin",71,139,26,1
"812","Anthony Favre",60,300,51,1
"813","Anthony Forde",66,60,3,1
"814","Anthony Gardner",78,77,30,1
"815","Anthony Knockaert",73,55,22,2
"816","Anthony Le Tallec",75,55,101,1
"817","Anthony Limbombe",70,52,40,2
"818","Anthony Lippini",67,43,26,1
"819","Anthony Lopes",82,405,112,1
"820","Anthony Loustallot",59,294,1,1
"821","Anthony Lurling",71,46,136,1
"822","Anthony Martial",80,51,58,2
"823","Anthony McMahon",71,99,13,1
"824","Anthony Mfa Meuzi",66,331,16,1
"825","Anthony Modeste",78,46,144,3
"826","Anthony Moris",65,326,3,1
"827","Anthony Mounier",79,53,191,2
"828","Anthony Obodai",66,135,13,1
"829","Anthony Pilkington",73,63,58,1
"830","Anthony Portier",65,49,48,1
"831","Anthony Reveillere",81,51,171,3
"832","Anthony Ribelin",67,55,1,1
"833","Anthony Sauthier",63,50,39,1
"834","Anthony Seric",63,45,4,1
"835","Anthony Stokes",77,48,146,1
"836","Anthony Straker",64,37,11,1
"837","Anthony Ujah",76,58,58,1
"838","Anthony Vanden Borre",73,143,59,3
"839","Anthony Walongwa",62,67,1,1
"840","Anthony Watt",69,59,13,2
"841","Anthony Weber",74,58,94,1
"842","Anthony van Loo",66,62,73,1
"843","Antimo Iunco",71,64,2,1
"844","Anto Grgic",54,52,20,1
"845","Antoine Conte",72,61,48,1
"846","Antoine Devaux",74,64,164,1
"847","Antoine Griezmann",84,63,190,1
"848","Antoine Rabillard",61,56,1,1
"849","Antoine Rey",65,61,31,1
"850","Antoine van der Linden",70,130,106,2
"851","Antolin Alcaraz",74,51,116,3
"852","Anton Ferdinand",81,97,117,1
"853","Anton Mitryushkin",64,320,7,1
"854","Anton Putsila",73,46,37,1
"855","Anton Sloboda",63,44,52,1
"856","Antoni Lukasiewicz",68,97,77,1
"857","Antonini Culina",64,47,22,1
"858","Antonio Adan",77,392,61,2
"859","Antonio Amaya",77,57,86,1
"860","Antonio Apono",76,57,120,1
"861","Antonio Balzano",71,57,44,1
"862","Antonio Barilla",69,50,26,1
"863","Antonio Barragan",76,43,106,1
"864","Antonio Bocchetti",68,52,23,1
"865","Antonio Busce",70,140,26,1
"866","Antonio Candreva",83,51,197,1
"867","Antonio Carlos Dos Santos",73,139,18,1
"868","Antonio Cassano",86,163,179,1
"869","Antonio Chimenti",73,379,2,1
"870","Antonio Cotan",67,53,3,1
"871","Antonio Di Gaudio",73,33,16,1
"872","Antonio Di Natale",86,54,215,1
"873","Antonio Doblas",74,348,18,2
"874","Antonio Donnarumma",65,316,1,1
"875","Antonio Filipe",63,319,24,1
"876","Antonio Filippini",73,109,31,1
"877","Antonio Floro Flores",77,144,143,2
"878","Antonio Geder",74,134,42,1
"879","Antonio Ghomsi",66,55,91,1
"880","Antonio Guayre",78,88,2,1
"881","Antonio Hidalgo",71,136,4,1
"882","Antonio Langella",79,149,11,1
"883","Antonio Lopez",76,59,70,1
"884","Antonio Luna",73,46,67,2
"885","Antonio Marin Molina",63,59,1,1
"886","Antonio Mazzotta",68,51,7,1
"887","Antonio Milic",68,48,28,1
"888","Antonio Mirante",79,386,244,1
"889","Antonio Nocerino",82,47,182,2
"890","Antonio Reguero Chapinal",63,313,39,1
"891","Antonio Rosati",70,332,51,1
"892","Antonio Ruediger",76,59,89,2
"893","Antonio Rukavina",77,42,105,2
"894","Antonio Sanabria",75,58,27,1
"895","Antonio Signori Dominique",54,261,11,1
"896","Antonio Tomas",74,141,61,1
"897","Antonio Valencia",84,46,171,1
"898","Antonio Xavier",69,63,21,1
"899","Antonio Zito",69,47,1,1
"900","Antonio da Silva",73,46,55,2
"901","Antonio de Azevedo",66,52,45,1
"902","Antonio-Mirko Colak",69,52,20,1
"903","Antons Kurakins",58,46,35,1
"904","Antony Lecointe,19",66,60,19,1
"905","Antti Okkonen",60,143,4,1
"906","Antunes",76,45,93,3
"907","Anwar El-Ghazi",77,54,43,1
"908","Apostolos Vellios",70,46,4,2
"909","Apoula Edima Edel",76,375,45,1
"910","Aquivaldo Mosquera",77,131,16,1
"911","Aras Oezbiliz",77,49,14,2
"912","Arber Zeneli",69,49,17,1
"913","Archimede Morleo",72,57,93,1
"914","Ard van Peppen",67,38,122,1
"915","Arda Turan",86,52,109,1
"916","Arek Radomski",67,144,77,2
"917","Ari",78,387,3,1
"918","Ariel Borysiuk",70,61,123,2
"919","Ariel Ibagaza",83,131,33,1
"920","Ariel Nahuelpan",74,111,20,1
"921","Aristide Bance",75,40,32,1
"922","Aristote Madiani",59,49,1,1
"923","Aristote N'Dongala",60,55,1,1
"924","Aritz Aduriz",82,57,216,1
"925","Aritz Elustondo",72,52,34,1
"926","Aritz Lopez Garai",71,47,5,1
"927","Ariza Makukula",75,88,6,2
"928","Arjan Swinkels",67,58,120,2
"929","Arjan van Dijk",63,314,12,1
"930","Arjen Robben",90,49,139,2
"931","Arkadiusz Glowacki",72,46,133,1
"932","Arkadiusz Malarz",65,325,36,1
"933","Arkadiusz Milik",77,62,74,3
"934","Arkadiusz Piech",70,49,88,1
"935","Arkadiusz Wozniak",63,62,52,1
"936","Arlind Ajeti",68,52,34,2
"937","Armand Traore",75,129,80,2
"938","Armando Izzo",74,51,41,1
"939","Armando Sadiku",64,51,28,1
"940","Armiche Ortega",63,30,2,1
"941","Armin Alesevic",52,53,2,1
"942","Armin Bacinovic",77,60,36,1
"943","Armin Cerimagic",64,45,3,1
"944","Arnar Vidarsson",69,51,109,1
"945","Arnaud Buhler",65,130,130,1
"946","Arnaud De Greef",63,42,21,1
"947","Arnaud Le Lan",71,56,71,1
"948","Arnaud Maire",65,52,10,1
"949","Arnaud Souquet",65,57,1,1
"950","Arnaud Sutchuin Djoum",66,56,94,3
"951","Arne Friedrich",84,147,70,1
"952","Arne Naudts",61,64,1,1
"953","Arne Slot",68,63,11,1
"954","Arni Gautur Arason",73,351,1,1
"955","Arno Verschueren",58,56,1,1
"956","Arnold",70,40,21,1
"957","Arnold Bouka Moutou",70,60,12,1
"958","Arnold Bruggink",76,119,44,1
"959","Arnold Kruiswijk",72,39,126,2
"960","Arnold Mvuemba",75,34,138,2
"961","Arnor Angeli",65,43,22,1
"962","Arnor Smarason",67,53,3,1
"963","Aron Gunnarsson",70,47,17,1
"964","Aron Johannsson",74,60,52,2
"965","Aron Liechti",56,119,2,1
"966","Arouna Kone",80,116,102,3
"967","Arsenio",69,43,29,1
"968","Arsenio Valpoort",65,45,6,1
"969","Artem Kravets",73,52,5,1
"970","Artem Putivtsev",58,48,9,1
"971","Artem Simonyan",57,47,4,1
"972","Arthur",65,48,2,1
"973","Arthur Boka",77,63,129,2
"974","Arthur Masuaku",75,39,27,1
"975","Arthuro",73,70,2,1
"976","Artiles Oliva Aythami",72,145,100,1
"977","Artis Lazdins",60,60,18,1
"978","Artjoms Rudnevs",77,56,98,2
"979","Artur",82,408,112,2
"980","Artur Boruc",84,418,201,3
"981","Artur Gieraga",60,49,17,1
"982","Artur Ionita",74,53,75,2
"983","Artur Jedrzejczyk",72,54,82,1
"984","Artur Krysiak",61,299,1,1
"985","Artur Lenartowski",62,50,49,1
"986","Artur Sobiech",73,56,94,2
"987","Artur Wichniarek",78,119,40,2
"988","Arturo Alvarez",69,62,4,1
"989","Arturo Arzu",71,131,34,1
"990","Arturo Vidal",86,53,220,2
"991","Arturo ten Heuvel",60,147,9,1
"992","Aruna Dindane",83,48,18,1
"993","Arvid Schenk",62,309,1,1
"994","Arvydas Novikovas",69,62,27,1
"995","Asamoah Gyan",81,59,58,2
"996","Asanda Sishuba",64,126,6,1
"997","Ashkan Dejagah",78,135,78,2
"998","Ashley Barnes",71,47,28,1
"999","Ashley Cole",85,47,184,2
"1000","Ashley R. Westwood",75,51,119,1
"1001","Ashley Williams",81,50,181,1
"1002","Ashley Young",85,67,190,1
"1003","Ashour El Takky",62,53,4,1
"1004","Ashton Taylor",67,63,67,1
"1005","Ashton-Phillip Goetz",65,65,5,1
"1006","Asier Goiria",71,132,27,1
"1007","Asier Illarramendi",80,54,107,1
"1008","Asier Riesgo",74,367,75,1
"1009","Asier del Horno",80,153,52,1
"1010","Asmir Begovic",82,404,183,1
"1011","Asmir Kajevic",59,47,25,1
"1012","Assane Demoya Gnoukouri",69,45,3,1
"1013","Assane Diousse",64,51,9,1
"1014","Assani Lukimya-Mulongoti",74,56,63,1
"1015","Astrit Ajdarevic",70,45,9,1
"1016","Athanasios Petsos",70,48,34,1
"1017","Athanassios Papazoglou",69,133,23,1
"1018","Atiba Hutchinson",78,51,78,1
"1019","Atila Turan",69,59,19,2
"1020","Atsuto Uchida",76,70,100,1
"1021","Audrius Ksanavicius",66,134,4,1
"1022","Augusto Da Silva",62,49,7,1
"1023","Augusto Fernandez",79,53,123,2
"1024","Augusto Pereira Loureiro",64,51,18,1
"1025","Aurelian Chitu",67,46,1,1
"1026","Aurelien Capoue",71,52,37,1
"1027","Aurelien Chedjou",82,54,134,1
"1028","Aurelien Collin",71,49,31,1
"1029","Aurelien Joachim",64,52,53,1
"1030","Aurelien Montaroup",67,70,15,1
"1031","Austin McCann",61,39,22,1
"1032","Avi Rikan",61,46,40,1
"1033","Avi Strool",67,141,28,1
"1034","Avto",66,54,31,1
"1035","Axel Bellinghausen",70,50,47,1
"1036","Axel Borgmann",59,59,19,1
"1037","Axel N'Gando",69,60,15,1
"1038","Axel Witsel",81,36,87,2
"1039","Ayanda Patosi",72,43,64,1
"1040","Aymen Abdennour",81,50,127,3
"1041","Aymen Tahar",66,46,9,1
"1042","Aymeric Laporte",83,45,105,1
"1043","Ayoze Diaz Diaz",74,41,78,1
"1044","Ayoze Garcia Perez",74,44,30,1
"1045","Ayoze Perez",73,57,47,1
"1046","Aytac Sulu",75,48,33,1
"1047","Ayub Masika",64,46,13,1
"1048","Azbe Jug",66,335,2,1
"1049","Azubuike Oliseh",59,119,8,1
"1050","Baard Finne",67,59,2,1
"1051","Baba",76,49,101,2
"1052","Babacar Gueye",60,42,6,1
"1053","Babanco",71,47,70,1
"1054","Babatunde Luqmon Adekunle",54,64,30,1
"1055","Bacary Sagna",83,40,212,1
"1056","Badara Sene",61,133,1,1
"1057","Badis Lebbihi",54,116,1,1
"1058","Badr El Kaddouri",70,50,5,1
"1059","Bafetimbi Gomis",82,117,203,2
"1060","Baiano",77,60,151,1
"1061","Baissama Sankoh",65,51,18,1
"1062","Bakari Kone",80,55,35,1
"1063","Bakary Kone",77,47,75,1
"1064","Bakary Sako",76,53,90,2
"1065","Bakary Sare",77,55,46,2
"1066","Bakary Soro",68,59,30,1
"1067","Bakary Soumare",69,47,18,1
"1068","Bakaye Traore",74,44,53,2
"1069","Balazs Dzsudzsak",81,43,73,1
"1070","Balazs Toth",66,126,44,2
"1071","Balde Diao Keita",77,56,35,1
"1072","Baltasar Rigo",66,54,1,1
"1073","Banel Nicolita",75,135,31,1
"1074","Baptiste Aloe",66,57,4,1
"1075","Baptiste Guillaume",68,50,20,1
"1076","Baptiste Martin",69,55,65,1
"1077","Baptiste Reynet",72,357,41,1
"1078","Baptiste Schmisser",65,59,22,1
"1079","Baptiste Ulens",64,61,12,1
"1080","Barak Badash",66,49,18,1
"1081","Barge",63,129,26,1
"1082","Barnes Osei",64,59,11,1
"1083","Barreto",80,45,65,1
"1084","Barry Bannan",75,40,50,1
"1085","Barry Ditewig",62,318,18,1
"1086","Barry Douglas",70,57,95,2
"1087","Barry Ferguson",84,172,89,2
"1088","Barry Maguire",68,43,52,1
"1089","Barry Nicholson",75,148,14,1
"1090","Barry Robson",80,154,54,1
"1091","Barry Wilson",66,131,1,1
"1092","Bart Biemans",67,50,142,1
"1093","Bart Buysse",68,48,87,2
"1094","Bart Deelkens",64,319,22,1
"1095","Bart Goor",77,114,62,1
"1096","Bart Goossens",57,132,1,1
"1097","Bart Nieuwkoop",63,51,5,1
"1098","Bart Ramselaar",70,56,36,1
"1099","Bart Schenkeveld",67,59,80,1
"1100","Bart Straalman",65,50,17,1
"1101","Bart Vriends",65,59,63,1
"1102","Bart van Brakel",63,57,6,1
"1103","Bart van Hintum",70,50,86,1
"1104","Bartholomew Ogbeche",75,86,59,2
"1105","Bartlomiej Babiarz",66,53,72,1
"1106","Bartlomiej Dragowski",71,356,48,1
"1107","Bartlomiej Konieczny",64,59,82,1
"1108","Bartlomiej Pawlowski",68,60,51,2
"1109","Bartlomiej Smuczynski",59,60,2,1
"1110","Bartosz Bereszynski",70,55,44,1
"1111","Bartosz Iwan",65,57,39,1
"1112","Bartosz Jaroch",56,54,4,1
"1113","Bartosz Kaniecki",59,286,17,1
"1114","Bartosz Kapustka",69,51,31,1
"1115","Bartosz Kopacz",62,58,28,1
"1116","Bartosz Lawa,25",67,52,76,1
"1117","Bartosz Rymaniak",62,50,115,1
"1118","Bartosz Salamon",70,57,1,1
"1119","Bartosz Slusarski",66,53,93,1
"1120","Bartosz Spiaczka",62,55,22,1
"1121","Bartosz Szeliga",65,54,31,1
"1122","Bas Dost",79,52,153,2
"1123","Bas Kuipers",67,62,52,1
"1124","Bas Roorda",70,354,1,1
"1125","Bas Sibum",68,62,87,2
"1126","Bastian Oczipka",75,49,127,1
"1127","Bastian Reinhardt",78,90,15,1
"1128","Bastian Schulz",67,49,13,1
"1129","Bastian Schweinsteiger",88,65,190,2
"1130","Bastian Weiser",52,126,1,1
"1131","Bastien Geiger",55,46,45,1
"1132","Bavon Tshibuabua",63,55,17,1
"1133","Baye Oumar Niasse",77,52,2,1
"1134","Baykal Kulaksizoglu",71,145,21,1
"1135","Bebe",73,43,80,2
"1136","Bedi Bastien Buval,29",69,63,47,2
"1137","Beg Ferati",68,65,69,2
"1138","Behrang Safari",73,43,165,2
"1139","Bekim Balaj",67,53,12,1
"1140","Ben Alnwick",73,369,1,1
"1141","Ben Amos",67,336,1,1
"1142","Ben Davies",76,45,88,1
"1143","Ben Foster",80,398,183,1
"1144","Ben Gordon",62,43,60,1
"1145","Ben Greenhalgh",49,55,1,1
"1146","Ben Hall",53,70,16,1
"1147","Ben Hamer",66,331,8,1
"1148","Ben Hutchinson",64,107,3,1
"1149","Ben Mee",73,58,32,1
"1150","Ben Richards-Everton",57,51,1,1
"1151","Ben Rienstra",72,68,157,1
"1152","Ben Sahar",73,42,53,3
"1153","Ben Turner",71,56,30,1
"1154","Ben Watson",73,42,85,1
"1155","Ben Williams",66,323,74,1
"1156","Benat Etxebarria",82,54,127,1
"1157","Bence Mervo",63,61,3,1
"1158","Benedikt Fernandez",67,326,3,1
"1159","Benedikt Hoewedes",83,46,187,1
"1160","Benedikt Pliquett",65,320,5,1
"1161","Benedikt Roecker",69,56,1,1
"1162","Benedikt Saller",65,51,1,1
"1163","Bengali-Fode Koita",69,43,23,1
"1164","Beni Badibanga",63,52,10,1
"1165","Benik Afobe",73,39,12,1
"1166","Benito Raman",71,55,33,1
"1167","Benjamin Andre",73,54,130,1
"1168","Benjamin Baltes",62,45,5,1
"1169","Benjamin Boulenger",66,47,9,1
"1170","Benjamin Bourigeaud",65,62,12,1
"1171","Benjamin Brou Angoua",73,63,132,1
"1172","Benjamin Corgnet",76,53,102,1
"1173","Benjamin De Ceulaer",73,56,116,2
"1174","Benjamin De Wilde",53,108,3,1
"1175","Benjamin Delacourt",63,53,24,1
"1176","Benjamin Fischer",46,111,4,1
"1177","Benjamin Gavanon",75,158,62,1
"1178","Benjamin Genton",67,49,20,1
"1179","Benjamin Henrichs",58,56,5,1
"1180","Benjamin Huebner",74,55,30,1
"1181","Benjamin Huggel",73,41,92,1
"1182","Benjamin Jeannot",73,46,51,1
"1183","Benjamin Kessel",70,62,19,1
"1184","Benjamin Kibebe",67,44,8,1
"1185","Benjamin Kirsten",67,328,6,1
"1186","Benjamin Koehler",72,52,69,1
"1187","Benjamin Kololli",62,49,11,1
"1188","Benjamin Lambot",63,45,19,1
"1189","Benjamin Lecomte",77,381,83,1
"1190","Benjamin Leroy",73,352,23,1
"1191","Benjamin Luethi",64,45,139,1
"1192","Benjamin Mendy",76,47,73,1
"1193","Benjamin Mokulu Tembe",70,73,53,1
"1194","Benjamin Morel",62,56,2,1
"1195","Benjamin Moukandjo",77,58,100,1
"1196","Benjamin Nicaise",68,141,41,1
"1197","Benjamin Nivet",76,42,125,1
"1198","Benjamin Pavard",67,53,11,1
"1199","Benjamin Police",52,109,2,1
"1200","Benjamin Psaume",66,136,3,1
"1201","Benjamin Stambouli",77,62,106,2
"1202","Benjamin Tetteh",62,47,3,1
"1203","Benjamin van Leer",69,344,34,1
"1204","Benjamin-Kantie Karamoko",63,47,1,1
"1205","Benjani Mwaruwari",80,120,15,1
"1206","Bennard Yao Kumordzi",70,64,29,2
"1207","Bennedict McCarthy,27",86,144,27,1
"1208","Benoit Assou-Ekotto",78,65,153,2
"1209","Benoit Cheyrou",81,57,159,1
"1210","Benoit Costil",81,407,181,1
"1211","Benoit Ladriere",62,52,9,1
"1212","Benoit Lesoimier",72,54,77,1
"1213","Benoit Pedretti",82,117,139,1
"1214","Benoit Poulain",72,35,42,1
"1215","Benoit Tremoulinas",81,52,206,2
"1216","Beram Kayal",76,44,64,1
"1217","Berat Djimsiti",62,49,104,2
"1218","Berat Sadik",68,5,53,2
"1219","Berkay Tolga Dabanli",68,37,5,1
"1220","Bernard Hofstede",63,137,4,1
"1221","Bernard Mendy",73,88,60,2
"1222","Bernard Mensah",76,61,29,1
"1223","Bernard Parker",73,67,3,1
"1224","Bernardo",76,59,42,1
"1225","Bernardo Corradi",81,85,26,1
"1226","Bernardo Dominguez",66,329,1,1
"1227","Bernardo Silva",79,54,47,1
"1228","Bernardo Vasconselos",65,53,20,1
"1229","Bernd Leno",84,417,166,1
"1230","Bernd Nehrig",69,54,24,1
"1231","Bernd Thijs",72,37,53,1
"1232","Bernt Evens",65,50,117,1
"1233","Berry Powel",69,57,16,1
"1234","Bertin Tomou",64,123,16,1
"1235","Bertrand Laquait",74,360,63,2
"1236","Bertrand Robert",73,101,3,1
"1237","Bertrand Traore",74,50,37,2
"1238","Beshart Abdurahimi",69,40,9,1
"1239","Betinho",67,51,3,1
"1240","Beto",81,402,112,2
"1241","Bigambo Rochat",53,55,3,1
"1242","Bilal Basacikoglu",74,50,35,1
"1243","Bilal Ould-Chikh",67,44,4,1
"1244","Billy Jones",72,58,99,1
"1245","Billy Ketkeophomphone",73,43,32,2
"1246","Billy King",64,50,18,1
"1247","Billy McKay",72,48,138,1
"1248","Billy Mehmet",63,114,63,1
"1249","Bira Dembele",63,61,15,1
"1250","Birama Ndoye",69,44,64,1
"1251","Birama Toure",72,47,46,1
"1252","Birger Maertens",71,142,98,2
"1253","Birger Verstraete",65,56,16,1
"1254","Birkir Bjarnason",71,50,49,3
"1255","Bjarne Thoelke",65,61,4,1
"1256","Bjarni Vidarsson",69,136,22,1
"1257","Bjoern Helge Riise",72,134,5,1
"1258","Bjoern Vleminckx",73,41,94,2
"1259","Bjorn Engels",75,50,17,1
"1260","Bjorn Ruytinx",65,60,32,1
"1261","Blair Spittal",64,52,40,1
"1262","Blaise Matuidi",84,48,231,1
"1263","Blaise N'Kufo",80,79,39,1
"1264","Blazej Telichowski",62,58,99,1
"1265","Blazey Augustyn",74,132,54,3
"1266","Blerim Dzemaili",77,51,151,1
"1267","Bo Svensson",78,91,82,1
"1268","Bo-Kyung Kim",73,63,21,1
"1269","Boaz Myhill",77,384,116,1
"1270","Bob Schepers",65,63,4,1
"1271","Boban Bajkovic",68,344,22,1
"1272","Boban Grncarov",66,54,25,1
"1273","Boban Jovic",67,60,36,1
"1274","Bobby Zamora",80,47,131,1
"1275","Bobley Anderson",68,44,1,1
"1276","Bobo",68,44,4,1
"1277","Bocundji Ca",69,86,31,1
"1278","Bogdan Lobont",82,406,18,1
"1279","Bogdan Milic",66,57,20,1
"1280","Bojan Bozovic",63,130,11,1
"1281","Bojan Jokic",76,67,94,3
"1282","Bojan Jorgacevic",72,358,102,1
"1283","Bojan Krkic",81,48,97,4
"1284","Bolatti",77,144,10,1
"1285","Boldiszar Bodor",69,160,63,2
"1286","Boli Bolingoli-Mbombo",68,58,9,1
"1287","Boliguibia Ouattara",56,51,8,1
"1288","Bonaventure Kalou",77,97,2,1
"1289","Boris Godal",58,52,6,1
"1290","Boris Pandza",69,49,67,2
"1291","Boris Peskovic",66,334,16,2
"1292","Boris Radunovic",59,296,1,1
"1293","Boris Smiljanic",80,154,67,1
"1294","Boris Vukcevic",73,47,41,1
"1295","Borja Baston",74,47,29,1
"1296","Borja Ekiza",75,52,71,1
"1297","Borja Fernandez",75,54,110,1
"1298","Borja Garcia",71,63,22,1
"1299","Borja Gomez",72,56,31,1
"1300","Borja Lopez",71,67,3,1
"1301","Borja Mayoral",66,51,3,1
"1302","Borja Neru",69,132,18,1
"1303","Borja Oubina",75,43,60,1
"1304","Borja Perez",64,54,19,1
