"","player_name","overall_rating","gk_rating","Number_of_appearances","Number_of_Leagues"
"8524","Rachid Farssi",66,58,93,1
"8525","Rachid Ghezzal",74,55,32,1
"8526","Radamel Falcao",90,43,147,4
"8527","Rade Krunic",67,59,5,1
"8528","Radek Cerny",72,350,5,1
"8529","Radek Dejmek",65,43,83,2
"8530","Radek Petr",64,324,14,1
"8531","Radim Kucera",72,148,28,1
"8532","Radja Nainggolan",83,55,200,1
"8533","Radosav Petrovic",73,51,10,1
"8534","Radoslav Kovac",73,135,60,2
"8535","Radoslav Zabavnik",74,82,56,1
"8536","Radoslaw Cierzniak",66,331,149,2
"8537","Radoslaw Janukiewicz",67,328,91,1
"8538","Radoslaw Murawski",67,54,67,1
"8539","Radoslaw Pruchnik",61,40,26,1
"8540","Radoslaw Sobolewski",72,147,154,1
"8541","Rafa Galvez",63,53,1,1
"8542","Rafa Garcia",66,57,1,1
"8543","Rafa Jorda",68,58,7,1
"8544","Rafa Lopez",77,55,122,2
"8545","Rafa Silva",78,51,72,1
"8546","Rafa Soares",70,60,15,1
"8547","Rafa Sousa",66,47,29,1
"8548","Rafael",61,45,2,1
"8549","Rafael Amorim",65,62,24,1
"8550","Rafael Barber",71,141,20,1
"8551","Rafael Bastos",68,62,4,1
"8552","Rafael Batatinha",69,53,5,1
"8553","Rafael Bracalli",77,382,135,1
"8554","Rafael Crivellaro",68,20,26,2
"8555","Rafael Defendi",69,344,37,1
"8556","Rafael Dias",65,62,11,1
"8557","Rafael Galhardo",73,56,1,1
"8558","Rafael Lopes",68,57,57,1
"8559","Rafael Marques",73,51,27,1
"8560","Rafael Marquez",86,107,66,2
"8561","Rafael Martinho",74,47,34,1
"8562","Rafael Martins",77,60,55,2
"8563","Rafael Miranda",74,46,91,1
"8564","Rafael Romo",68,331,1,1
"8565","Rafael Santos",70,47,2,1
"8566","Rafael Sastre",69,144,48,1
"8567","Rafael Schmitz",81,141,44,1
"8568","Rafael Toloi",74,63,25,1
"8569","Rafael Veloso",61,305,1,1
"8570","Rafael van der Vaart",87,55,165,3
"8571","Rafal Boguski",69,91,105,1
"8572","Rafal Gikiewicz",71,361,41,1
"8573","Rafal Grodzicki",66,61,164,1
"8574","Rafal Grzelak",61,59,17,1
"8575","Rafal Grzyb",67,50,186,1
"8576","Rafal Janicki",66,61,128,1
"8577","Rafal Kosznik",66,63,85,1
"8578","Rafal Makowski",55,63,3,1
"8579","Rafal Murawski",73,44,142,1
"8580","Rafal Pietrzak",61,55,5,1
"8581","Rafal Wolski",71,57,31,3
"8582","Raffael",81,54,191,1
"8583","Raffaele Bianco",69,54,21,1
"8584","Raffaele De Vita",64,54,21,1
"8585","Raffaele Maiello",67,50,5,1
"8586","Raffaele Palladino",78,137,73,1
"8587","Raffaele Pucino",67,56,1,1
"8588","Raffaele Rubino",63,52,7,1
"8589","Raffaele Schiavi",69,60,10,1
"8590","Rafidine Abdullah",68,52,28,1
"8591","Rafik Halliche",71,139,42,1
"8592","Rafik Saifi",72,73,13,1
"8593","Rafinha",79,52,43,1
"8594","Rafita",68,43,24,1
"8595","Ragnar Klavan",77,59,174,2
"8596","Raheem Sterling",82,63,100,1
"8597","Rai Vloet",65,60,3,1
"8598","Rajiv van La Parra",68,69,49,2
"8599","Rajko Brezancic",69,52,7,1
"8600","Ralf Faehrmann",83,388,110,1
"8601","Ralph Gunesch",68,60,20,1
"8602","Raman Chibsah",68,38,30,1
"8603","Ramazan Oezcan",73,356,35,1
"8604","Rami Gershon",73,66,84,2
"8605","Ramires",81,48,148,2
"8606","Ramiro Funes Mori",75,48,24,1
"8607","Ramon Arcas",63,55,1,1
"8608","Ramon Azeez",71,50,31,1
"8609","Ramon Cardozo",73,51,33,1
"8610","Ramon Cecchini",57,57,7,1
"8611","Ramon Leeuwin",73,40,113,1
"8612","Ramon Zomer",70,115,179,1
"8613","Ramy Bensebaini",69,54,34,2
"8614","Randall Azofeifa",69,55,31,1
"8615","Rangelo Janga",64,54,22,1
"8616","Rani Khedira",68,53,6,1
"8617","Raoul Loe",71,49,37,1
"8618","Raphael Augusto",64,38,2,1
"8619","Raphael Guerreiro",76,45,94,1
"8620","Raphael Guzzo",69,62,11,1
"8621","Raphael Holzhauser",69,56,21,1
"8622","Raphael Koch",59,43,47,1
"8623","Raphael Lecomte",65,53,31,1
"8624","Raphael Nuzzolo",71,54,174,1
"8625","Raphael Schaefer",81,387,153,1
"8626","Raphael Varane",83,50,97,2
"8627","Raphael Wolf",72,353,48,1
"8628","Rasmus Bengtsson",73,45,83,2
"8629","Rasmus Elm",79,58,73,1
"8630","Rasmus Joensson",70,52,3,1
"8631","Rasmus Lindgren",74,143,85,1
"8632","Raul",66,54,26,1
"8633","Raul Albentosa",74,61,44,1
"8634","Raul Albiol",83,41,196,2
"8635","Raul Bravo",75,52,18,2
"8636","Raul Camara",68,61,13,1
"8637","Raul Dominguez",57,278,1,1
"8638","Raul Fernandez",68,340,5,1
"8639","Raul Garcia",81,75,159,1
"8640","Raul Gudino",69,341,11,1
"8641","Raul Jimenez",76,55,12,2
"8642","Raul Lizoain",68,336,7,1
"8643","Raul Marcelo Bobadilla",78,57,129,2
"8644","Raul Meireles",82,173,97,2
"8645","Raul Navas",74,57,29,1
"8646","Raul Rodriguez",73,48,65,1
"8647","Raul Rusescu",72,44,12,1
"8648","Raul Tamudo",84,140,64,1
"8649","Ravel Morrison",76,62,12,1
"8650","Rayco Garcia",68,51,1,1
"8651","Razak Boukari",72,60,59,1
"8652","Razvan Rat",76,58,28,2
"8653","Reece Burke",60,47,4,1
"8654","Reece Grego-Cox",60,61,1,1
"8655","Reece Oxford",65,51,3,1
"8656","Rees Greenwood",60,48,1,1
"8657","Reginald Goreux",72,57,72,1
"8658","Reginaldo",67,45,4,1
"8659","Reguila",59,116,10,1
"8660","Reinhold Yabo",72,71,1,1
"8661","Remi Mareval",71,38,93,2
"8662","Remi Mulumba",65,61,6,1
"8663","Remi Walter",68,57,6,1
"8664","Remko Pasveer",71,353,136,1
"8665","Remo Arnold",57,60,4,1
"8666","Remo Freuler",67,56,71,2
"8667","Remo Staubli",56,51,9,1
"8668","Remon de Vries",66,149,5,1
"8669","Remy Amieux",67,65,97,1
"8670","Remy Cabella",79,60,134,2
"8671","Remy Gomis",73,56,163,1
"8672","Remy Riou",79,400,120,1
"8673","Remy Vercoutre",76,383,120,1
"8674","Renan",70,345,2,1
"8675","Renan Bressan",74,56,31,1
"8676","Renan Silva",69,148,13,1
"8677","Renatinho",70,103,4,1
"8678","Renato",56,58,2,1
"8679","Renato Augusto",83,51,84,1
"8680","Renato Civelli",76,59,160,1
"8681","Renato Ibarra",74,45,97,1
"8682","Renato Neto",74,66,109,2
"8683","Renato Sanches",76,50,22,1
"8684","Renato Santos",67,55,18,1
"8685","Renato Steffen",72,55,78,1
"8686","Renato Tapia",71,60,24,1
"8687","Renaud Cohade",75,57,164,1
"8688","Renaud Emond",69,58,36,1
"8689","Rene Adler",86,418,191,1
"8690","Rene Krhin",75,50,72,2
"8691","Rene Mihelic",69,49,19,1
"8692","Rene Sterckx",64,38,21,1
"8693","Renny Vega",67,347,1,1
"8694","Rens van Eijden",70,49,150,1
"8695","Reto Bolli",53,263,1,1
"8696","Reto Zanni",66,131,20,1
"8697","Reto Ziegler",78,19,136,2
"8698","Reuben Gabriel",66,61,35,3
"8699","Revson",65,34,17,1
"8700","Reynald Lemaitre",70,135,132,1
"8701","Reynaldo",68,55,36,1
"8702","Reza Ghoochannejhad",66,54,23,1
"8703","Rhys McCabe",66,39,8,1
"8704","Ribair Rodriguez",75,41,4,1
"8705","Ricardinho",61,40,4,1
"8706","Ricardo",67,336,26,1
"8707","Ricardo A. Clark",71,138,11,1
"8708","Ricardo Alvarez",78,51,66,2
"8709","Ricardo Andrade",66,327,11,1
"8710","Ricardo Batista",71,352,28,1
"8711","Ricardo Cabanas",77,146,39,1
"8712","Ricardo Campos",63,328,1,1
"8713","Ricardo Carvalho",86,132,173,3
"8714","Ricardo Chaves",68,143,42,1
"8715","Ricardo Costa",78,52,128,3
"8716","Ricardo Da Costa Pateiro",69,55,49,1
"8717","Ricardo Dani",69,60,73,1
"8718","Ricardo Dias",69,52,45,1
"8719","Ricardo Esgaio",71,53,24,1
"8720","Ricardo Esteves",67,36,17,1
"8721","Ricardo Faty",71,54,84,3
"8722","Ricardo Fernandes",66,45,8,1
"8723","Ricardo Ferreira",73,57,34,1
"8724","Ricardo Fuller",75,61,59,1
"8725","Ricardo Gardner",75,148,34,1
"8726","Ricardo Gomes",70,42,11,1
"8727","Ricardo Horta",74,47,50,2
"8728","Ricardo Ippel",62,52,27,1
"8729","Ricardo Kishna",75,51,30,2
"8730","Ricardo Leon",75,154,30,1
"8731","Ricardo Nascimento",70,60,67,1
"8732","Ricardo Nunes",65,56,25,1
"8733","Ricardo Oliveira",83,90,15,1
"8734","Ricardo Osorio",79,100,23,1
"8735","Ricardo Pedrinha,27",70,143,27,1
"8736","Ricardo Pereira",74,65,65,2
"8737","Ricardo Pessoa",65,59,52,1
"8738","Ricardo Quaresma",86,151,41,3
"8739","Ricardo Rocha",73,108,17,2
"8740","Ricardo Rodriguez",83,66,150,2
"8741","Ricardo Silva",70,54,68,1
"8742","Ricardo Valente",75,59,35,1
"8743","Ricardo Vaz Te",74,57,31,2
"8744","Ricardo van Rhijn",75,54,102,1
"8745","Riccardo Allegretti",71,60,14,1
"8746","Riccardo Calder",52,61,3,1
"8747","Riccardo Cazzola",72,41,16,1
"8748","Riccardo Colombo",65,139,17,1
"8749","Riccardo Fiamozzi",65,63,4,1
"8750","Riccardo Gagliolo",71,50,29,1
"8751","Riccardo Improta",69,47,1,1
"8752","Riccardo Meggiorini",75,28,114,1
"8753","Riccardo Montolivo",85,43,218,1
"8754","Riccardo Perpetuini",68,55,1,1
"8755","Riccardo Saponara",78,21,52,1
"8756","Richairo Zivkovic",69,43,25,1
"8757","Richard Almeida",59,20,25,1
"8758","Richard Brittain",68,41,86,1
"8759","Richard Cresswell",70,37,12,1
"8760","Richard Dunne",80,128,150,1
"8761","Richard Foster",67,47,128,1
"8762","Richard Garcia",68,132,27,1
"8763","Richard Guzmics",68,44,42,1
"8764","Richard Hastings",65,135,39,1
"8765","Richard Hughes",69,107,26,1
"8766","Richard Kingson",73,357,22,1
"8767","Richard Knopper",68,135,14,1
"8768","Richard Magyar",64,64,5,1
"8769","Richard Offiong",66,115,25,1
"8770","Richard Ofori",68,50,20,2
"8771","Richard Socrier",71,45,11,1
"8772","Richard Soumah",69,52,14,1
"8773","Richard Stearman",74,52,67,1
"8774","Richard Stolte",61,56,1,1
"8775","Richard Strebinger",64,317,1,1
"8776","Richard Sukuta-Pasu",69,45,29,2
"8777","Richard Towell",66,45,26,1
"8778","Richard Zajac,28",67,340,73,1
"8779","Richie Foran",69,50,130,1
"8780","Richie Ryan",64,55,14,1
"8781","Richmond Boakye",71,54,27,3
"8782","Rick Dekker",66,50,20,1
"8783","Rick Hoogendorp",65,121,2,1
"8784","Rick Karsdorp",73,65,42,1
"8785","Rick Verbeek",63,52,2,1
"8786","Rick ten Voorde",67,50,53,1
"8787","Rickie Lambert",76,57,78,1
"8788","Ricky Kruys",69,135,59,1
"8789","Ricky van Haaren",66,52,63,1
"8790","Ricky van Wolfswinkel",77,49,151,5
"8791","Ricky van den Bergh",69,147,31,1
"8792","Rico Strieder",67,55,32,2
"8793","Ridge Mickael Mobulu",52,52,1,1
"8794","Ridge Munsy",65,64,22,1
"8795","Ridgeciano Haps",70,55,33,1
"8796","Riechedly Bazoer",77,53,41,1
"8797","Rihairo Meulens",63,41,8,1
"8798","Rik Sebens",58,62,2,1
"8799","Riku Riski",70,53,7,2
"8800","Rinaldo Cruzado",72,47,13,1
"8801","Rincon",75,52,22,1
"8802","Rio Ferdinand",88,139,133,1
"8803","Rio Mavuba",82,45,254,1
"8804","Ritchie De Laet",73,61,36,1
"8805","Rivaldo",70,54,6,1
"8806","Riyad Mahrez",81,54,61,1
"8807","Roald van Hout",60,43,5,1
"8808","Rob Claeys",52,124,1,1
"8809","Rob Friend",74,103,34,1
"8810","Rob Hulse",77,54,1,1
"8811","Rob Penders",75,143,61,1
"8812","Rob Schoofs",69,49,24,1
"8813","Rob Wielaert",75,138,86,1
"8814","Rob van Dijk",72,362,59,1
"8815","Robbert Schilder",73,43,186,1
"8816","Robbert Te Loeke",62,308,2,1
"8817","Robbie Blake",76,146,20,1
"8818","Robbie Fowler",77,80,1,1
"8819","Robbie Haemhouts",66,61,59,1
"8820","Robbie Keane",86,88,72,2
"8821","Robbie Kruse",74,61,35,1
"8822","Robbie Muirhead",62,63,28,1
"8823","Robbie Neilson",73,163,46,1
"8824","Robbin Ruiter",75,379,123,1
"8825","Robert Acquafresca",78,130,113,2
"8826","Robert Bartczak",55,55,1,1
"8827","Robert Bauer",66,58,18,1
"8828","Robert Beric",74,70,7,1
"8829","Robert Braber",67,49,97,1
"8830","Robert Brady",75,47,62,1
"8831","Robert Cullen",67,48,41,1
"8832","Robert Demjan",68,58,97,2
"8833","Robert Elliot",69,346,35,1
"8834","Robert Enke,30",85,424,30,1
"8835","Robert Green",81,406,163,1
"8836","Robert Gucher",70,43,15,1
"8837","Robert Huth",80,111,215,1
"8838","Robert Ibanez",73,53,19,1
"8839","Robert Jez",69,66,102,1
"8840","Robert Jones",71,102,32,1
"8841","Robert Kiernan",65,49,2,1
"8842","Robert Klaasen",65,45,10,1
"8843","Robert Koren",75,45,44,1
"8844","Robert Kovac",78,137,3,1
"8845","Robert Lewandowski",88,51,207,2
"8846","Robert Mak",74,46,34,1
"8847","Robert Malcolm",66,154,11,1
"8848","Robert Mazan",66,51,1,1
"8849","Robert McHugh",61,56,9,1
"8850","Robert Milsom",64,52,43,1
"8851","Robert Muehren",68,52,13,1
"8852","Robert Olejnik",67,327,54,1
"8853","Robert Pich",66,46,47,1
"8854","Robert Pires",84,47,39,2
"8855","Robert Snodgrass",75,59,65,1
"8856","Robert Tesche",72,51,58,1
"8857","Robert Vittek",80,130,20,1
"8858","Robert Zillner",66,56,3,1
"8859","Robert Zwinkels",67,343,33,1
"8860","Robert van Boxel",62,38,2,1
"8861","Roberto",72,56,55,1
"8862","Roberto Abbondanzieri",84,412,13,1
"8863","Roberto Baronio",78,109,22,1
"8864","Roberto Canella",74,57,110,1
"8865","Roberto Chen",68,54,2,1
"8866","Roberto Colombo",65,319,7,1
"8867","Roberto Correa",67,57,7,1
"8868","Roberto Crivello",68,46,16,1
"8869","Roberto Damian Colautti",73,131,25,1
"8870","Roberto Fabian Ayala",86,104,13,1
"8871","Roberto Fernandez",76,381,119,1
"8872","Roberto Firmino",82,44,150,2
"8873","Roberto Gagliardini",60,42,1,1
"8874","Roberto Guana",73,63,111,1
"8875","Roberto Hilbert",80,145,83,1
"8876","Roberto Inglese",70,55,14,1
"8877","Roberto Lago",74,58,76,1
"8878","Roberto Mirri",63,124,4,1
"8879","Roberto Pereyra",81,44,107,1
"8880","Roberto Raul Tucker,18",65,127,18,1
"8881","Roberto Rodriguez",68,50,28,1
"8882","Roberto Rosales",76,58,200,3
"8883","Roberto Soldado",84,50,193,2
"8884","Roberto Soriano",76,61,91,1
"8885","Roberto Sousa",71,144,84,1
"8886","Roberto Stellone",77,120,16,1
"8887","Roberto Torres",70,52,26,1
"8888","Roberto Trashorras",80,65,153,1
"8889","Roberto Vitiello",75,34,58,1
"8890","Robin Gosens",67,64,47,1
"8891","Robin Henkens",66,68,49,1
"8892","Robin Huser",47,61,2,1
"8893","Robin Kamber",55,48,6,1
"8894","Robin Knoche",77,54,72,1
"8895","Robin Previtali",62,46,6,1
"8896","Robin Propper",66,53,28,1
"8897","Robin Quaison",73,52,22,1
"8898","Robin Szarka",60,45,1,1
"8899","Robin van Persie",89,39,172,1
"8900","Robinho",66,55,5,1
"8901","Robson",70,127,112,2
"8902","Rocco Quinn",63,43,64,1
"8903","Rocco Sabato",69,147,7,1
"8904","Rochdi Achenteh",67,52,104,1
"8905","Rocky Visconte",59,48,1,1
"8906","Rod Fanni",79,67,208,1
"8907","Roda Antar",71,132,15,1
"8908","Roderic Filippi",69,55,21,1
"8909","Roderick Miranda",72,47,60,3
"8910","Rodgers Kola",66,54,7,1
"8911","Rodnei",75,56,55,1
"8912","Rodney Antwi",60,52,1,1
"8913","Rodney Sneijder",69,40,33,1
"8914","Rodney Strasser",72,60,10,1
"8915","Rodolfo Bodipo Diaz",77,133,20,1
"8916","Rodri",72,42,31,1
"8917","Rodrigo",67,340,1,1
"8918","Rodrigo Aguirre",67,39,4,1
"8919","Rodrigo Andres Battaglia",74,39,31,1
"8920","Rodrigo Antonio",67,47,22,1
"8921","Rodrigo Arroz",67,45,13,1
"8922","Rodrigo Dantas",68,53,7,1
"8923","Rodrigo De Paul",77,56,12,1
"8924","Rodrigo Defendi",73,102,30,1
"8925","Rodrigo Ely",70,52,2,1
"8926","Rodrigo Galo",70,53,44,1
"8927","Rodrigo Hernandez",67,49,1,1
"8928","Rodrigo Lacerda",72,115,63,1
"8929","Rodrigo Palacio",83,155,178,1
"8930","Rodrigo Pinho",72,49,5,1
"8931","Rodrigo Rojas",70,62,2,1
"8932","Rodrigo Silva",65,136,7,1
"8933","Rodrigo Taddei",81,160,92,1
"8934","Rodrigue Casimir Ninga",71,50,20,1
"8935","Rodrigues Saulo",68,127,27,1
"8936","Roei Dayan",68,52,14,1
"8937","Roel Brouwers",76,60,119,1
"8938","Roel van Hemert",60,55,14,1
"8939","Rogelio Funes Mori",75,54,1,1
"8940","Roger",71,65,9,1
"8941","Roger Espinoza",73,44,6,1
"8942","Roger Johnson",78,139,104,1
"8943","Rogerio",67,49,16,1
"8944","Rogerio Matias",61,118,5,1
"8945","Rogier Meijer",65,46,70,1
"8946","Rogier Molhoek",69,149,33,1
"8947","Rok Straus",61,48,24,1
"8948","Roland Alberg",72,55,94,1
"8949","Roland Baettig",65,50,78,1
"8950","Roland Bergkamp",63,49,24,1
"8951","Roland Gigolaev",64,37,22,1
"8952","Roland Juhasz",75,57,92,1
"8953","Roland Lamah",75,56,74,3
"8954","Roland Linz",75,135,14,2
"8955","Roland Schwegler",68,119,22,1
"8956","Rolando",80,54,151,4
"8957","Rolando Aarons",71,48,3,1
"8958","Rolando Bianchi",78,129,75,1
"8959","Rolando Mandragora",66,66,2,1
"8960","Rolf Feltscher",65,59,34,2
"8961","Roly Bonevacia",71,73,40,1
"8962","Romain Achilli",58,50,2,1
"8963","Romain Alessandrini",77,52,70,1
"8964","Romain Bregerie",73,57,12,1
"8965","Romain Danze",75,47,210,1
"8966","Romain Dessarzin",53,39,4,1
"8967","Romain Elie",65,123,6,1
"8968","Romain Genevois",72,54,95,1
"8969","Romain Grange",67,42,10,1
"8970","Romain Haghedooren",57,131,1,1
"8971","Romain Hamouma",79,59,148,1
"8972","Romain Inez",63,55,18,1
"8973","Romain Metannire",73,63,33,1
"8974","Romain Philippoteaux",72,55,29,1
"8975","Romain Pitau",74,142,108,1
"8976","Romain Poyet",72,57,47,1
"8977","Romain Reynaud",68,62,46,1
"8978","Romain Rocchi",76,116,16,1
"8979","Romain Saiss",75,50,35,1
"8980","Romain Salin",75,366,131,1
"8981","Romain Sartre",71,144,13,1
"8982","Romain Thomas",74,55,36,1
"8983","Roman Bednar",75,103,13,1
"8984","Roman Buerki",80,398,178,2
"8985","Roman Buess",67,45,27,1
"8986","Roman Ferber",62,45,2,1
"8987","Roman Gergel",67,54,57,1
"8988","Roman Golobart",65,41,20,2
"8989","Roman Hubnik",74,42,34,1
"8990","Roman Martinez",70,104,37,1
"8991","Roman Neustaedter",77,56,169,1
"8992","Roman Pavlyuchenko",81,144,45,1
"8993","Roman Prokoph",65,62,11,1
"8994","Roman Weidenfeller",84,411,214,1
"8995","Romano Denneboom",71,97,11,1
"8996","Romano Perticone",68,124,26,1
"8997","Romaric",80,147,135,2
"8998","Romario",65,43,2,1
"8999","Romario Balde",65,55,16,1
"9000","Romelu Lukaku",82,54,160,2
"9001","Romeo Castelen",78,130,28,1
"9002","Romeo van Dessel",60,40,12,1
"9003","Romero Regales",63,58,4,1
"9004","Romeu Rocha",67,52,26,1
"9005","Romuald Peiser",75,371,104,1
"9006","Romulo",76,43,46,1
"9007","Romulo Togni",66,45,16,1
"9008","Ron Vlaar",80,46,187,2
"9009","Ron-Robert Zieler",80,387,185,1
"9010","Ronael Pierre-Gabriel",58,47,4,1
"9011","Ronald Graafland",62,313,1,1
"9012","Ronald Vargas",75,43,41,1
"9013","Ronald Zubar",74,146,98,2
"9014","Ronaldinho",91,163,57,1
"9015","Ronaldo",64,45,1,1
"9016","Ronan Le Crom",79,394,16,1
"9017","Roni Porokara",69,143,16,1
"9018","Roniel",70,57,9,1
"9019","Ronnie Reniers",64,50,9,1
"9020","Ronnie Schwartz",70,53,8,1
"9021","Ronnie Stam",73,154,80,3
"9022","Ronny",75,60,33,2
"9023","Ronny Carlos da Silva",68,44,14,1
"9024","Ronny Garbuschewski",68,59,3,1
"9025","Ronny Marcos",65,56,7,1
"9026","Ronny Philp",68,60,8,1
"9027","Roque Mesa",73,50,34,1
"9028","Roque Santa Cruz",83,110,103,2
"9029","Rory Boulding",62,53,4,1
"9030","Rory Delap",73,41,119,1
"9031","Rory Fallon",63,55,27,1
"9032","Rory Loy",61,67,21,1
"9033","Rory McArdle",65,40,47,1
"9034","Rory McKenzie",64,60,82,1
"9035","Rory McKeown",60,56,38,1
"9036","Ross Barbour",61,53,52,1
"9037","Ross Barkley",80,51,87,1
"9038","Ross Caldwell",53,43,5,1
"9039","Ross Davidson",51,53,2,1
"9040","Ross Draper",66,58,127,1
"9041","Ross Forbes",68,40,35,1
"9042","Ross Perry",61,49,8,1
"9043","Ross Tokely",67,116,111,1
"9044","Ross Turnbull",74,376,28,1
"9045","Ross Wallace",72,47,1,1
"9046","Rossetto Michel Simplicio",66,123,25,1
"9047","Rostyn Griffiths",66,49,17,1
"9048","Rouwen Hennings",70,63,10,1
"9049","Roversio",73,39,26,1
"9050","Rowan Vine",70,51,32,1
"9051","Rowin van Zaanen",66,52,20,1
"9052","Roy Beerens",76,134,176,2
"9053","Roy Contout",70,40,119,2
"9054","Roy Gelmi",60,58,31,1
"9055","Roy Makaay",87,58,24,1
"9056","Roy McBain",63,126,21,1
"9057","Roy O'Donovan",65,47,12,1
"9058","Royston Drenthe",77,57,33,2
"9059","Ruben",75,378,110,1
"9060","Ruben Amorim",77,56,65,1
"9061","Ruben Andrade",68,54,6,1
"9062","Ruben Baraja",82,126,29,1
"9063","Ruben Blanco",70,350,9,1
"9064","Ruben Botta",75,45,6,1
"9065","Ruben Brigido",70,42,7,1
"9066","Ruben Castro",80,52,125,1
"9067","Ruben Duarte",71,56,32,1
"9068","Ruben Fernandes",75,61,96,2
"9069","Ruben Ferreira",77,54,100,1
"9070","Ruben Garcia",74,60,70,1
"9071","Ruben Jurado",67,55,63,1
"9072","Ruben Ligeon",69,46,28,1
"9073","Ruben Lima",68,52,25,1
"9074","Ruben Loftus-Cheek",66,58,6,1
"9075","Ruben Martin Pulido",77,135,20,1
"9076","Ruben Micael",79,50,124,2
"9077","Ruben Neves",76,56,24,1
"9078","Ruben Olivera",75,104,51,1
"9079","Ruben Palazuelos",68,145,76,1
"9080","Ruben Pardo",77,46,73,1
"9081","Ruben Perez",76,56,131,1
"9082","Ruben Pinto",72,49,40,1
"9083","Ruben Ribeiro",72,57,72,1
"9084","Ruben Rochina",73,60,71,2
"9085","Ruben Schaken",74,41,151,1
"9086","Ruben Semedo",74,59,26,1
"9087","Ruben Suarez",75,60,25,1
"9088","Ruben Vezo",76,52,33,2
"9089","Rubin Okotie",71,50,4,1
"9090","Rubinho",77,383,54,1
"9091","Rubio Rubin",68,63,22,1
"9092","Ruca",66,47,20,1
"9093","Rudolf Skacel",73,105,51,1
"9094","Rudolf Urban",57,40,8,1
"9095","Rudy",70,46,41,2
"9096","Rudy Gestede",73,48,14,1
"9097","Rudy Haddad",69,53,5,1
"9098","Rudy Mater",72,67,158,1
"9099","Rudy Riou",71,357,69,2
"9100","Rudy Saintini",53,113,11,1
"9101","Ruediger Kauf",75,155,30,1
"9102","Rui Baiao,22",65,133,22,1
"9103","Rui Borges",65,139,2,1
"9104","Rui Correia",70,56,47,1
"9105","Rui Duarte",72,47,96,1
"9106","Rui Fonte",73,60,37,2
"9107","Rui Miguel",67,52,18,2
"9108","Rui Nereu",66,329,16,1
"9109","Rui Patricio",82,408,229,1
"9110","Rui Pedro",74,51,36,1
"9111","Rui Rego",69,339,88,1
"9112","Rui Sacramento",64,312,4,1
"9113","Rui Sampaio",70,44,76,1
"9114","Rui Silva",67,335,30,1
"9115","Rui Varela",69,49,14,1
"9116","Rui Vieira",59,294,2,1
"9117","Rune Almenning Jarstein",76,379,30,1
"9118","Ruslan Malinovsky",71,52,5,1
"9119","Russell Anderson",72,133,63,1
"9120","Russell Duncan",64,119,45,1
"9121","Russell Martin",73,58,119,1
"9122","Rutger Worm",62,71,6,1
"9123","Ruud Berger",65,147,21,1
"9124","Ruud Boffin",73,368,6,2
"9125","Ruud Boymans",73,61,53,1
"9126","Ruud Knol",69,130,17,1
"9127","Ruud Vormer",76,49,148,2
"9128","Ruud van Nistelrooy",87,92,42,2
"9129","Ruud van de Rijt",63,53,4,1
"9130","Ryad Boudebouz",77,62,228,1
"9131","Ryan Babel",81,135,68,3
"9132","Ryan Bennett",72,54,52,1
"9133","Ryan Bertrand",78,64,103,1
"9134","Ryan Christie",66,49,43,1
"9135","Ryan Conroy",62,69,19,1
"9136","Ryan Donk",74,58,103,2
"9137","Ryan Dow",66,68,51,1
"9138","Ryan Edwards",60,56,10,1
"9139","Ryan Esson",62,305,119,1
"9140","Ryan Flynn",65,54,36,1
"9141","Ryan France",60,39,1,1
"9142","Ryan Gauld",73,61,26,1
"9143","Ryan Giggs",86,153,86,1
"9144","Ryan Jack",69,56,164,1
"9145","Ryan Koolwijk",70,42,121,1
"9146","Ryan Mason",75,57,37,1
"9147","Ryan McGivern",64,53,56,1
"9148","Ryan McGowan",68,60,80,1
"9149","Ryan McLaughlin",61,56,1,1
"9150","Ryan Mendes",73,44,21,1
"9151","Ryan Nelsen",79,139,110,1
"9152","Ryan O'Leary",63,41,43,1
"9153","Ryan Scully",57,280,9,1
"9154","Ryan Shawcross",80,57,253,1
"9155","Ryan Shotton",71,51,34,1
"9156","Ryan Stevenson",67,49,129,1
"9157","Ryan Taylor",74,43,56,1
"9158","Ryan Thomas",71,45,53,1
"9159","Ryan Thomson",52,49,11,1
"9160","Ryan Tunnicliffe",67,53,2,1
"9161","Rydell Poepon",69,116,165,1
"9162","Ryo Miyaichi",71,63,26,2
"9163","Ryota Morioka",64,38,7,1
"9164","Saber Khalifa",75,49,54,1
"9165","Sabin Merino",73,52,13,1
"9166","Sacha Bastien",60,298,1,1
"9167","Sacha Kljestan",72,51,68,1
"9168","Sadio Mane",78,56,54,1
"9169","Sai van Wermeskerken",57,47,1,1
"9170","Said Benrahma",67,53,4,1
"9171","Said Boutahar",70,54,50,2
"9172","Said Husejinovic",67,135,1,1
"9173","Saidi Ntibazonkiza",71,53,97,3
"9174","Saido Berahino",76,57,60,1
"9175","Saidu Alade Adeshina",62,104,6,1
"9176","Saidy Janko",67,46,6,1
